AGEP,SCHL,MAR,SEX,DIS,CIT,MIL,ANC,NATIVITY,RELP,DEAR,DEYE,DREM,RAC1P,GCL,COW,ESR,WKHP,JWMNP,PINCP,MIG
8,20,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,45,20,9,1
8,14,0,0,1,4,3,0,1,1,1,1,1,2,0,1,1,40,0,8,1
8,20,4,1,1,2,3,0,0,0,1,1,1,1,0,2,0,25,60,3,1
10,19,0,0,0,0,1,0,0,0,1,1,0,7,0,5,5,0,0,5,1
15,18,0,1,0,0,3,1,0,1,0,0,1,2,2,1,1,40,0,4,1
13,23,4,1,1,0,3,0,0,0,1,1,1,0,2,1,0,50,10,9,1
11,17,4,1,1,4,3,0,1,0,1,1,1,7,2,1,5,0,0,0,1
6,20,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,45,25,7,1
3,18,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,40,15,6,1
14,21,0,0,1,0,3,1,0,0,1,1,1,0,2,3,0,40,20,9,1
10,18,4,0,1,0,3,1,0,0,1,1,1,0,0,6,0,35,15,6,1
1,18,4,0,1,0,3,1,0,0,1,1,1,0,0,6,1,6,0,2,0
15,15,0,0,1,3,3,0,1,0,1,1,1,0,2,1,0,40,55,8,1
4,20,4,1,1,0,3,3,0,0,1,1,1,0,0,1,0,25,90,4,1
11,21,4,0,1,0,3,1,0,0,1,1,1,0,2,1,0,40,25,8,1
7,19,4,1,1,0,3,3,0,0,1,1,1,0,0,1,0,20,50,3,0
6,20,4,1,1,0,3,1,0,0,1,1,1,1,0,1,1,43,0,7,0
13,17,0,0,0,0,3,0,0,1,1,1,0,0,2,6,0,4,55,0,1
4,20,4,1,1,0,3,3,0,0,1,1,1,0,0,1,2,45,0,7,1
6,18,4,0,1,0,3,0,0,0,1,1,1,0,0,4,0,48,40,8,1
10,20,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,25,75,4,1
13,20,0,0,1,4,3,0,1,0,1,1,1,5,2,1,0,40,35,9,1
15,14,0,1,1,0,3,3,0,1,1,1,1,0,2,1,0,32,20,3,1
0,17,4,0,1,0,3,1,0,0,1,1,1,0,0,2,0,22,9,3,0
6,20,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,40,60,9,1
10,20,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,20,25,3,1
12,17,0,1,1,4,3,0,1,1,1,1,1,0,2,1,5,0,0,0,1
8,18,0,1,1,0,3,0,0,1,1,1,1,0,0,1,5,0,0,0,0
10,17,0,1,1,0,3,3,0,0,1,1,1,7,0,2,0,40,40,7,1
14,18,0,1,1,0,3,0,0,1,1,1,1,1,2,1,0,40,30,6,1
11,20,0,1,1,0,3,1,0,1,1,1,1,0,2,1,0,34,90,9,1
15,11,0,1,1,4,3,0,1,1,1,1,1,7,2,0,5,0,0,2,1
9,18,4,1,1,0,3,0,0,0,1,1,1,7,0,6,0,50,15,8,1
7,20,0,0,1,4,3,0,1,0,1,1,1,5,0,1,1,40,0,3,0
10,18,0,1,1,4,3,3,1,0,1,1,1,7,0,1,0,8,20,2,1
4,15,4,0,1,0,3,0,0,0,1,1,1,0,0,8,0,40,20,5,1
10,18,0,0,1,0,3,0,0,1,1,1,1,1,0,3,0,25,30,3,1
7,19,0,1,1,3,3,0,1,0,1,1,1,5,0,1,0,40,50,7,0
12,20,4,1,1,0,3,0,0,0,1,1,1,7,2,1,0,40,20,9,1
1,18,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,15,18,3,0
11,17,0,1,1,0,3,3,0,1,1,1,1,5,2,1,0,50,5,9,0
11,20,0,1,1,0,3,2,0,1,1,1,1,0,2,1,0,40,30,9,1
8,20,0,1,1,0,3,1,0,0,1,1,1,0,0,1,0,36,15,5,1
6,18,4,0,1,3,3,0,1,0,1,1,1,0,0,1,0,53,5,5,0
13,20,0,1,1,0,3,0,0,0,1,1,1,5,2,6,0,10,45,4,1
13,17,0,0,1,0,3,1,0,1,1,1,1,0,2,1,0,60,10,7,1
9,20,3,0,1,0,3,1,0,0,1,1,1,7,0,1,0,12,10,4,1
12,13,0,0,1,0,3,0,0,0,1,1,1,0,2,1,0,45,20,7,1
7,15,0,1,1,0,3,3,0,1,1,1,1,0,0,1,2,0,0,0,0
12,14,0,0,1,0,3,0,0,1,1,1,1,0,2,1,0,40,30,5,0
10,22,4,1,1,3,3,0,1,0,1,1,1,5,0,5,0,55,25,3,0
15,19,4,0,1,3,3,3,1,0,1,1,1,5,2,1,0,36,45,7,1
8,20,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,50,40,8,0
12,20,0,1,1,0,3,0,0,1,1,1,1,0,2,6,0,30,20,2,1
15,12,0,1,1,4,3,0,1,1,1,1,1,0,2,0,5,0,0,0,1
12,19,4,1,1,4,3,0,1,0,1,1,1,5,2,1,0,40,30,7,1
7,17,0,1,1,0,3,0,0,0,1,1,1,8,0,1,0,40,5,5,1
2,15,0,1,1,4,3,0,1,1,1,1,1,0,0,1,0,40,15,4,1
8,19,4,1,1,0,3,0,0,0,1,1,1,0,0,2,0,40,25,6,1
9,22,4,0,1,0,3,0,0,0,1,1,1,5,0,1,0,40,20,6,1
13,21,0,1,1,0,3,2,0,1,1,1,1,5,2,0,5,0,0,0,0
15,15,4,0,1,0,3,3,0,0,1,1,1,0,2,1,0,60,45,6,1
11,21,0,1,1,0,3,0,0,0,1,1,1,0,2,1,0,45,30,8,1
11,17,0,1,1,0,3,3,0,0,1,1,1,0,2,0,5,0,0,0,1
10,15,4,0,1,0,3,1,0,0,1,1,1,8,0,1,0,40,10,6,0
6,18,0,1,1,0,3,3,0,1,1,1,1,0,0,0,5,0,0,0,1
12,11,0,1,1,4,3,0,1,1,1,1,1,0,2,1,0,40,15,3,1
9,15,0,0,1,3,3,1,1,1,1,1,1,5,0,1,0,40,60,5,1
11,15,0,0,1,0,3,0,0,0,1,1,1,7,2,7,0,60,90,7,1
10,19,0,0,1,0,3,1,0,0,1,1,1,0,0,3,0,40,30,7,1
13,17,0,0,0,0,1,0,0,1,1,1,0,0,2,1,5,0,0,5,0
11,20,4,0,1,0,3,0,0,0,1,1,1,5,2,1,0,40,15,6,1
15,19,0,1,1,0,3,1,0,0,1,1,1,0,2,1,0,24,90,9,1
14,15,4,0,1,3,3,0,1,0,1,1,1,0,2,1,0,40,0,9,1
14,19,0,1,1,3,3,3,1,1,1,1,1,5,2,0,5,0,0,0,0
14,19,4,1,1,0,3,3,0,0,1,1,1,1,2,1,0,45,40,9,1
10,20,0,0,1,0,3,1,0,1,1,1,1,0,0,1,0,40,15,8,1
10,19,0,1,1,0,3,0,0,0,1,1,1,0,0,2,0,36,40,5,1
13,20,0,0,1,0,3,0,0,1,1,1,1,0,2,1,0,45,20,9,0
13,19,4,0,1,0,3,3,0,0,1,1,1,0,2,1,0,40,10,6,1
11,19,0,1,1,0,3,0,0,0,1,1,1,0,2,1,0,40,10,8,1
14,17,4,0,1,0,3,0,0,0,1,1,1,7,2,1,0,50,60,7,1
15,17,0,1,1,0,3,3,0,1,1,1,1,0,2,1,0,40,20,7,1
10,20,0,0,1,0,3,0,0,0,1,1,1,0,0,1,0,45,35,8,1
9,20,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,60,40,9,1
13,18,0,1,1,0,3,0,0,1,1,1,1,0,2,1,0,36,45,6,1
14,21,0,1,1,0,3,1,0,1,1,1,1,0,2,5,0,40,50,9,1
15,20,0,1,1,0,3,1,0,0,1,1,1,0,2,1,0,40,10,8,1
4,13,4,1,1,0,3,0,0,0,1,1,1,0,0,9,2,0,0,0,0
9,21,0,0,1,0,3,1,0,0,1,1,1,0,0,2,0,45,40,7,1
14,20,0,0,1,0,3,0,0,1,1,1,1,0,2,1,0,40,30,6,1
10,20,0,1,1,3,3,0,1,1,1,1,1,5,0,1,0,40,45,9,1
2,15,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,48,15,6,1
15,18,4,0,1,2,3,0,0,0,1,1,1,0,2,1,0,40,25,8,1
15,15,0,1,1,0,3,0,0,0,1,1,1,0,2,1,0,32,35,9,1
15,22,0,1,1,0,3,1,0,0,1,1,1,0,2,1,0,40,60,9,1
7,21,4,1,1,0,3,3,0,0,1,1,1,1,0,2,0,40,15,8,0
7,19,0,1,1,0,3,0,0,0,1,1,1,0,0,1,1,45,0,9,1
9,20,0,1,1,0,3,0,0,1,1,1,1,0,0,1,5,0,0,0,0
7,20,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,40,20,7,1
4,17,4,1,1,0,3,1,0,0,1,1,1,0,0,1,5,10,0,1,0
10,15,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,40,5,5,1
15,15,0,0,1,3,3,0,1,0,1,1,1,0,2,1,0,48,45,7,1
5,18,0,0,0,0,3,0,0,0,1,0,1,0,0,3,0,40,6,7,1
6,20,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,48,17,8,1
15,20,0,0,1,0,3,0,0,0,1,1,1,7,2,1,0,40,70,9,1
12,20,0,1,1,3,3,0,1,0,1,1,1,5,2,7,0,28,15,6,1
7,18,0,1,1,0,3,0,0,0,1,1,1,0,0,1,5,0,0,0,1
7,19,4,0,1,4,3,0,1,0,1,1,1,1,0,1,0,40,20,5,1
13,18,0,1,0,0,3,1,0,0,0,1,1,7,2,2,0,39,25,7,1
13,21,0,0,1,4,3,0,1,0,1,1,1,5,2,1,0,45,20,9,1
15,14,4,0,1,0,3,0,0,0,1,1,1,2,2,1,0,36,15,7,1
14,17,0,0,1,0,3,0,0,1,1,1,1,0,2,4,0,40,25,7,1
13,16,0,0,1,0,3,1,0,1,1,1,1,0,2,1,0,60,10,8,1
13,15,4,0,1,4,2,0,1,0,1,1,1,0,2,5,3,40,25,9,1
9,21,4,0,1,4,3,3,1,0,1,1,1,5,0,1,0,40,35,9,1
13,20,0,0,1,0,3,1,0,0,1,1,1,0,2,1,0,40,35,8,1
9,12,4,0,1,4,3,3,1,0,1,1,1,0,0,4,5,0,0,0,1
8,21,4,1,1,0,3,1,0,0,1,1,1,0,0,3,0,45,10,8,1
11,21,0,0,1,0,3,0,0,1,1,1,1,0,2,1,0,30,10,4,0
12,20,0,0,1,0,3,0,0,0,1,1,1,0,2,1,0,50,10,9,1
13,20,4,1,1,4,3,0,1,0,1,1,1,0,2,1,0,40,45,8,1
14,15,4,0,1,4,3,0,1,0,1,1,1,7,2,1,0,70,15,5,0
11,20,0,1,1,0,3,0,0,0,1,1,1,5,2,1,0,40,10,8,1
14,15,4,0,1,0,3,0,0,0,1,1,1,0,2,1,2,50,0,6,0
12,18,0,1,1,0,3,0,0,1,1,1,1,7,2,1,0,40,7,7,1
11,15,4,0,1,0,3,0,0,0,1,1,1,5,2,1,0,60,30,8,1
11,0,1,0,1,0,3,3,0,0,1,1,1,1,2,7,5,0,0,0,1
3,20,4,1,1,3,3,0,1,0,1,1,1,1,0,1,0,25,10,4,0
15,19,0,1,1,0,3,1,0,0,1,1,1,8,2,1,5,1,0,1,1
14,20,0,1,1,0,3,0,0,0,1,1,1,0,2,2,0,40,5,6,1
9,17,0,1,1,0,3,3,0,0,1,1,1,0,0,0,5,0,0,0,0
11,20,4,0,1,4,3,1,1,0,1,1,1,8,2,1,0,40,12,9,0
12,18,4,1,1,0,3,0,0,0,1,1,1,7,2,6,0,18,50,1,0
10,19,0,0,1,0,3,0,0,0,1,1,1,0,0,1,0,40,10,9,1
7,18,4,1,1,0,3,1,0,0,1,1,1,1,0,1,0,37,3,4,1
8,20,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,40,75,9,1
15,23,4,1,1,0,3,0,0,0,1,1,1,1,2,1,0,20,15,4,1
6,20,4,1,1,0,3,3,0,0,1,1,1,1,0,6,0,30,12,7,0
11,20,4,0,1,4,3,0,1,0,1,1,1,0,2,1,0,30,25,3,1
9,14,0,1,1,4,1,0,1,1,1,1,1,7,0,1,5,0,0,0,1
13,19,0,1,1,3,3,0,1,1,1,1,1,5,2,1,0,40,30,6,1
7,14,0,1,1,0,3,0,0,0,1,1,1,0,0,0,5,0,0,2,0
7,20,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,36,20,8,1
9,15,0,1,1,4,3,0,1,1,1,1,1,0,0,1,5,0,0,0,0
8,15,0,0,1,0,0,0,0,0,1,1,1,0,0,5,3,60,5,7,1
14,22,0,1,1,0,3,0,0,0,1,1,1,5,2,3,0,50,30,9,1
8,20,0,1,1,0,3,0,0,0,1,1,1,0,0,1,0,40,1,9,1
11,19,4,1,1,0,3,1,0,0,1,1,1,0,2,8,0,10,0,3,0
0,18,4,1,1,0,3,0,0,0,1,1,1,5,0,9,2,0,0,0,0
7,15,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,40,30,6,1
12,20,0,1,1,0,3,3,0,0,1,1,1,0,2,1,0,10,0,4,1
5,20,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,30,20,4,0
15,20,2,1,1,0,3,1,0,0,1,1,1,0,2,2,0,40,22,8,1
11,14,0,0,1,4,3,0,1,0,1,1,1,7,2,1,0,40,45,7,1
13,18,0,1,1,4,3,0,1,0,1,1,1,7,2,1,5,0,0,0,1
5,19,0,0,1,0,3,3,0,1,1,1,1,0,0,1,0,48,60,7,0
8,7,0,1,1,4,3,0,1,1,1,1,1,7,0,0,5,0,0,0,1
14,21,0,0,1,0,3,3,0,1,1,1,1,0,2,7,0,16,25,9,1
13,15,0,1,1,4,3,0,1,0,1,1,1,0,2,1,0,20,20,3,1
6,20,0,1,1,0,3,0,0,1,1,1,1,8,0,1,0,40,70,6,1
10,20,0,1,1,0,3,0,0,0,1,1,1,0,0,1,0,40,0,7,1
12,19,0,0,1,0,3,3,0,1,1,1,1,0,2,1,0,40,30,7,0
4,20,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,40,20,5,1
15,18,0,1,1,0,3,3,0,0,1,1,1,0,2,0,5,0,0,0,1
11,15,0,0,1,0,3,2,0,0,1,1,1,0,2,7,0,90,0,6,1
12,15,0,1,1,3,3,0,1,1,1,1,1,5,2,1,0,24,5,4,1
11,20,0,0,1,0,3,1,0,1,1,1,1,0,2,2,0,40,10,6,1
7,13,4,0,1,0,3,0,0,0,1,1,1,7,0,1,0,40,25,7,1
14,18,0,1,1,0,3,3,0,1,1,1,1,0,2,1,0,40,35,7,1
11,21,0,0,1,4,3,0,1,1,1,1,1,5,2,1,0,45,0,7,0
6,15,0,1,1,0,3,1,0,1,1,1,1,0,0,1,0,50,30,7,0
8,19,4,1,1,0,3,1,0,0,1,1,1,7,0,3,0,40,15,7,1
12,20,0,1,1,0,3,0,0,0,1,1,1,7,2,3,0,50,10,9,1
11,20,0,1,1,2,3,0,0,0,1,1,1,0,2,4,0,55,5,7,1
11,19,4,0,1,0,3,0,0,0,1,1,1,5,2,1,0,24,35,6,1
14,19,4,1,1,3,3,0,1,0,1,1,1,5,2,1,1,35,0,8,1
9,17,0,0,1,0,0,1,0,0,1,1,1,8,0,5,3,72,15,7,1
13,18,0,1,1,0,3,1,0,0,1,1,1,0,2,1,0,40,30,7,1
3,19,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,40,30,8,1
1,15,4,1,1,0,3,0,0,0,1,1,1,0,0,0,5,0,0,0,1
13,20,4,1,1,0,3,0,0,0,1,1,1,7,2,4,0,30,50,7,1
15,15,0,0,1,0,3,0,0,1,1,1,1,7,2,1,0,40,20,8,1
10,10,0,0,0,3,3,0,1,1,1,0,1,7,0,1,5,40,0,4,1
8,20,0,1,1,0,3,0,0,1,1,1,1,0,0,5,0,40,30,8,1
12,15,0,1,1,0,3,0,0,0,1,1,1,0,2,1,0,20,10,3,1
13,20,0,0,1,0,3,0,0,0,1,1,1,5,2,7,0,40,30,9,1
14,18,4,0,1,0,3,0,0,0,1,1,1,1,2,1,0,40,35,8,1
10,21,0,1,1,0,3,0,0,1,1,1,1,5,0,3,0,40,13,8,1
10,20,4,0,1,0,3,0,0,0,1,1,1,5,0,1,0,24,40,4,1
12,21,0,1,1,4,3,0,1,1,1,1,1,1,2,1,2,40,0,2,0
12,18,2,1,1,2,3,1,0,0,1,1,1,8,2,3,0,50,45,8,1
12,23,4,1,1,0,3,0,0,0,1,1,1,0,2,2,0,40,15,9,0
8,20,0,1,1,0,3,1,0,0,1,1,1,0,0,0,5,0,0,1,0
11,18,4,1,1,0,3,0,0,0,1,1,1,0,2,1,1,40,0,7,1
13,15,0,0,1,0,3,1,0,1,1,1,1,0,2,7,0,40,15,8,1
11,18,4,0,1,1,3,0,0,0,1,1,1,5,2,1,0,40,10,7,0
5,21,4,0,1,4,3,0,1,0,1,1,1,0,0,1,0,40,10,9,0
5,20,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,37,10,9,1
14,15,4,1,1,0,3,3,0,0,1,1,1,0,2,1,0,40,15,4,0
6,19,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,25,15,3,1
5,20,0,0,1,3,3,0,1,0,1,1,1,5,0,1,0,50,15,9,0
10,19,0,1,1,0,3,3,0,1,1,1,1,0,0,1,0,40,10,6,1
14,20,4,0,1,0,3,1,0,0,1,1,1,7,2,1,0,40,45,9,1
14,15,0,1,1,4,3,0,1,1,1,1,1,0,2,1,0,40,30,5,1
10,19,0,0,1,0,3,1,0,1,1,1,1,8,0,1,5,0,0,1,0
5,15,0,1,1,0,3,0,0,1,1,1,1,0,0,1,0,36,5,2,1
9,21,0,0,1,0,3,3,0,0,1,1,1,6,0,1,0,60,60,8,1
11,21,0,1,1,4,3,0,1,1,1,1,1,5,2,1,1,40,0,9,1
12,21,0,1,1,0,3,3,0,0,1,1,1,0,2,1,0,40,20,9,1
15,17,0,0,1,4,3,0,1,1,1,1,1,7,2,1,0,55,10,9,1
14,8,0,1,1,4,3,0,1,0,1,1,1,0,2,1,0,30,5,2,1
13,14,4,1,1,0,3,0,0,0,1,1,1,1,2,0,5,0,0,1,1
9,16,0,0,1,0,3,0,0,0,1,1,1,0,0,1,0,40,25,6,1
11,19,4,1,0,0,3,1,0,0,0,1,1,0,2,1,0,40,60,8,1
10,20,0,1,1,4,3,0,1,1,1,1,1,5,0,1,0,40,25,9,1
10,20,0,1,1,4,3,0,1,1,1,1,1,7,0,0,5,0,0,0,1
7,18,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,40,30,4,1
12,17,0,1,1,0,3,1,0,0,1,1,1,8,2,1,5,0,0,0,1
15,18,0,1,1,0,3,3,0,1,1,1,1,0,2,1,5,30,0,5,1
15,20,0,0,1,0,3,3,0,0,1,1,1,0,2,1,0,50,45,9,1
2,18,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,55,15,6,1
12,19,4,0,1,3,3,0,1,0,1,1,1,0,2,1,0,50,20,6,1
15,15,0,1,1,0,3,0,0,1,1,1,1,7,2,3,0,20,30,3,1
13,11,4,0,1,4,3,0,1,0,1,1,1,7,2,1,0,40,45,7,1
10,20,0,1,1,0,3,0,0,0,1,1,1,1,0,1,0,48,60,8,0
15,21,0,0,1,0,3,3,0,1,1,1,1,0,2,2,0,60,15,9,1
12,15,4,1,1,0,3,3,0,0,1,1,1,0,2,1,0,40,30,3,1
15,22,0,1,1,0,3,0,0,0,1,1,1,0,2,3,0,50,25,9,1
9,20,0,0,1,0,3,0,0,1,1,1,1,0,0,1,0,40,12,8,1
11,20,4,0,1,0,3,0,0,0,1,1,1,0,2,7,0,30,15,4,1
13,21,0,0,1,4,3,0,1,1,1,1,1,5,2,1,0,40,45,9,1
13,21,0,1,1,0,3,1,0,1,1,1,1,0,2,2,0,40,0,8,1
9,19,4,0,1,0,3,0,0,0,1,1,1,0,0,1,2,0,0,0,1
11,15,0,1,1,0,3,0,0,0,1,1,1,0,2,2,0,50,45,4,1
14,15,4,1,0,0,3,0,0,0,1,0,1,1,2,2,0,30,10,5,1
7,17,4,1,1,0,3,0,0,0,1,1,1,5,0,9,2,0,0,2,1
12,21,4,1,1,0,3,1,0,0,1,1,1,0,2,2,0,40,30,8,1
12,15,4,0,1,0,3,0,0,0,1,1,1,7,2,5,0,40,30,6,1
10,21,0,1,1,4,3,0,1,1,1,1,1,5,0,1,0,40,30,7,1
8,21,0,1,1,4,3,0,1,1,1,1,1,0,0,1,2,0,0,0,1
8,21,0,0,1,0,3,0,0,1,1,1,1,8,0,3,0,40,45,6,0
15,18,0,0,1,0,3,1,0,0,1,1,1,0,2,1,0,40,5,9,1
7,20,0,1,1,0,3,0,0,1,1,1,1,0,0,3,0,40,15,9,1
14,8,4,0,1,4,3,0,1,0,1,1,1,0,2,1,0,40,20,3,1
13,20,0,1,1,0,3,0,0,1,1,1,1,0,2,3,5,30,0,5,1
5,15,4,0,1,4,3,0,1,0,1,1,1,5,0,0,5,0,0,0,0
13,18,4,1,1,3,3,0,1,0,1,1,1,5,2,6,0,15,0,3,1
10,21,4,1,1,0,3,0,0,0,1,1,1,5,0,1,0,45,35,9,0
11,21,0,1,1,2,3,0,0,0,1,1,1,0,2,1,0,45,35,9,0
13,13,0,1,1,3,3,0,1,1,1,1,1,7,2,3,0,18,10,4,1
12,19,0,1,1,0,3,0,0,0,1,1,1,0,2,1,1,20,0,4,1
14,18,4,1,1,0,3,1,0,0,1,1,1,0,2,0,5,0,0,2,1
13,20,0,0,1,0,3,1,0,1,1,1,1,0,2,4,0,40,40,8,1
10,20,4,0,1,3,3,0,1,0,1,1,1,5,0,1,0,48,18,9,1
13,17,4,1,1,0,3,1,0,0,1,1,1,7,2,1,0,24,20,4,1
14,18,3,0,0,0,1,0,0,0,1,1,0,0,2,0,5,0,0,7,0
8,20,0,1,1,0,3,0,0,0,1,1,1,0,0,4,0,41,35,6,1
12,13,0,0,1,4,3,0,1,0,1,1,1,0,2,1,0,40,10,7,1
10,19,0,1,1,3,3,1,1,1,1,1,1,0,0,1,0,35,16,5,1
14,16,0,0,1,4,3,0,1,0,1,1,1,0,2,1,0,20,20,4,1
8,20,4,1,1,0,3,0,0,0,1,1,1,0,0,7,0,40,0,6,0
7,20,0,1,1,4,3,0,1,1,1,1,1,5,0,6,5,0,0,1,0
8,20,0,1,1,4,3,1,1,0,1,1,1,0,0,1,0,60,15,9,0
15,20,0,1,1,3,3,0,1,1,1,1,1,0,1,1,0,40,25,7,1
11,16,4,0,1,3,3,0,1,0,1,1,1,1,2,1,1,40,0,5,0
12,18,0,0,1,0,1,0,0,0,1,1,1,7,2,1,0,48,55,8,1
11,21,0,1,1,4,3,0,1,0,1,1,1,5,2,1,0,40,15,9,0
6,17,4,1,1,0,3,0,0,0,1,1,1,1,0,1,0,12,15,3,0
8,20,4,1,1,4,3,0,1,0,1,1,1,0,0,1,0,60,45,9,1
8,21,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,30,15,4,1
3,17,4,1,1,0,3,1,0,0,1,1,1,7,0,1,0,8,15,2,0
4,20,4,1,1,0,3,0,0,0,1,1,1,7,0,3,0,20,15,4,0
10,19,0,1,1,4,3,0,1,0,1,1,1,7,0,1,0,40,30,3,1
13,19,0,1,1,0,3,1,0,0,1,1,1,0,2,2,0,45,20,8,0
15,21,4,1,1,0,3,0,0,0,1,1,1,5,2,2,0,40,20,8,1
10,21,0,0,1,4,3,0,1,0,1,1,1,5,0,1,0,40,30,8,0
5,18,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,40,20,6,1
12,15,4,0,1,0,3,0,0,0,1,1,1,0,2,4,0,40,60,7,0
15,20,0,1,1,4,3,0,1,1,1,1,1,1,2,0,5,0,0,0,1
15,16,0,0,1,4,3,0,1,1,1,1,1,7,2,6,0,40,30,8,1
15,18,0,1,1,0,3,3,0,1,1,1,1,0,2,4,0,35,80,4,1
9,20,0,1,1,0,3,0,0,1,1,1,1,0,0,1,0,40,45,7,1
11,20,0,1,1,0,3,1,0,0,1,1,1,0,2,6,5,0,0,4,1
4,18,4,0,1,4,3,1,1,0,1,1,1,8,0,1,5,0,0,3,0
7,20,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,30,15,4,0
2,15,0,1,1,0,3,0,0,1,1,1,1,0,0,1,0,40,2,6,0
13,21,0,1,1,4,3,0,1,0,1,1,1,5,2,0,5,0,0,0,1
14,21,0,0,1,3,3,0,1,0,1,1,1,5,2,1,0,40,60,9,1
11,20,0,1,1,0,3,0,0,0,1,1,1,5,2,0,5,0,0,0,1
14,18,4,0,1,0,3,3,0,0,1,1,1,7,2,3,0,40,80,9,1
8,21,0,1,1,0,3,3,0,1,1,1,1,0,0,1,0,40,15,7,1
15,19,0,1,1,0,3,0,0,1,1,1,1,0,2,1,0,40,30,6,1
2,18,4,1,1,0,3,1,0,0,1,1,1,0,0,2,0,9,15,6,1
9,15,0,1,0,0,3,3,0,0,1,1,0,0,0,0,5,0,0,0,1
6,20,4,0,1,3,3,3,1,0,1,1,1,5,0,1,0,40,40,9,0
7,20,4,1,1,0,3,3,0,0,1,1,1,0,0,1,5,0,0,0,1
5,18,4,0,1,4,3,0,1,0,1,1,1,5,0,1,0,60,70,9,0
8,20,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,50,25,9,0
8,20,4,1,1,4,3,0,1,0,1,1,1,0,0,1,0,50,25,7,0
7,20,0,0,1,0,3,1,0,0,1,1,1,0,0,2,5,4,0,1,1
12,20,4,0,1,0,3,0,0,0,1,1,1,0,2,1,0,80,45,9,1
4,20,4,1,1,0,3,0,0,0,1,1,1,0,0,1,0,36,30,6,1
3,19,0,0,1,0,3,1,0,1,1,1,1,0,0,1,0,40,20,6,0
15,19,0,0,1,4,3,1,1,0,1,1,1,5,2,1,0,40,60,9,1
11,18,4,0,1,2,3,1,0,0,1,1,1,8,2,1,0,40,10,6,0
9,21,0,1,1,4,3,0,1,1,1,1,1,5,0,1,0,32,10,8,1
7,20,4,0,1,0,3,0,0,0,1,1,1,5,0,1,0,40,15,7,1
13,20,0,0,1,0,3,0,0,1,1,1,1,0,2,1,0,60,25,9,1
13,19,0,1,1,0,3,3,0,1,1,1,1,0,2,0,5,0,0,0,0
13,21,0,0,1,0,3,3,0,0,1,1,1,0,2,1,0,9,10,4,1
9,18,4,0,1,0,3,3,0,0,1,1,1,7,0,1,5,0,0,1,1
10,18,4,0,1,0,3,0,0,0,1,1,1,0,0,1,0,40,30,5,1
10,19,0,0,1,0,3,1,0,1,1,1,1,8,0,1,0,30,30,2,1
7,20,0,1,1,0,3,0,0,0,1,1,1,8,0,3,0,40,25,7,0
11,20,4,0,1,0,3,0,0,0,1,1,1,0,2,1,0,40,20,8,0
11,19,4,0,1,0,3,0,0,0,1,1,1,7,2,1,0,30,10,2,1
9,20,4,0,1,0,3,1,0,0,1,1,1,0,0,1,0,55,20,7,1
11,18,4,0,1,0,3,0,0,0,1,1,1,7,2,1,0,40,40,7,1
6,18,0,1,1,0,3,1,0,0,1,1,1,0,0,1,5,0,0,0,0
13,20,0,1,0,3,3,0,1,0,1,1,0,8,2,1,0,36,25,9,1
13,20,0,1,1,3,3,0,1,1,1,1,1,5,2,3,0,40,30,7,0
7,18,0,1,1,0,3,1,0,0,1,1,1,8,0,6,0,65,0,5,1
5,18,4,1,1,0,3,0,0,0,1,1,1,1,0,1,5,0,0,4,0
15,23,0,1,1,0,3,1,0,0,1,1,1,5,2,1,0,40,30,9,1
14,20,0,1,1,0,3,1,0,0,1,1,1,8,2,1,0,50,30,9,1
9,12,4,1,1,4,3,0,1,0,1,1,1,7,0,0,5,0,0,0,1
3,15,0,1,1,3,3,0,1,1,1,1,1,0,0,6,5,0,0,9,1
14,19,0,0,1,4,3,0,1,0,1,1,1,7,2,6,0,40,15,5,1
9,20,4,1,1,0,3,1,0,0,1,1,1,0,0,1,0,60,25,9,0
6,15,4,0,1,0,3,0,0,0,1,1,1,7,0,1,0,40,40,4,1
