AGEP,SCHL,MAR,RELP,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ESR
29,16,0,7,1,0,0,0,4,0,0,1,1,1,0,8,1
61,22,2,0,1,0,0,0,4,0,0,1,1,1,1,0,1
76,1,0,0,1,0,3,0,4,0,1,1,1,1,0,0,1
18,18,4,2,1,0,0,0,4,0,0,1,1,1,0,5,0
23,19,4,17,1,0,0,0,4,0,0,1,1,1,1,0,0
34,16,2,2,1,0,0,0,2,0,0,1,1,1,0,0,0
40,24,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
5,2,4,2,1,7,0,0,0,3,0,1,1,1,1,0,0
11,8,4,2,1,1,0,0,0,0,0,1,1,1,1,7,0
49,21,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
59,21,2,0,1,0,0,0,4,0,0,1,1,1,1,0,0
5,2,4,2,1,1,0,0,0,1,0,1,1,1,0,0,0
39,11,0,16,1,0,0,0,4,0,0,1,1,1,0,0,0
66,21,2,0,1,0,0,0,4,0,0,1,1,1,1,0,1
34,21,0,0,1,0,4,0,4,0,1,1,1,1,1,0,1
47,14,4,16,0,0,0,0,4,0,0,1,1,1,0,7,0
23,16,4,2,1,0,0,0,4,0,0,1,1,1,1,7,0
38,21,0,0,1,0,0,0,4,0,0,1,1,1,0,5,1
46,22,0,0,1,0,3,0,4,0,1,1,1,1,0,0,1
6,2,4,2,1,7,0,2,0,0,0,1,1,1,0,1,0
78,21,0,0,1,0,0,0,2,1,0,1,1,1,0,0,0
18,16,4,17,1,0,2,1,4,0,0,1,1,1,0,5,0
27,16,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
55,21,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
10,6,4,2,1,2,4,1,0,0,1,1,1,1,1,5,0
52,16,0,1,1,0,3,0,4,0,1,1,1,1,1,5,1
81,1,1,6,1,0,4,0,4,0,1,1,1,1,1,0,0
90,14,4,16,0,0,0,0,4,1,0,1,1,1,0,1,0
39,21,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
35,18,4,0,1,0,0,0,4,1,0,1,1,1,1,0,1
73,21,4,17,1,0,0,0,4,0,0,1,1,1,1,2,1
72,19,2,16,0,0,0,0,4,0,0,1,1,1,1,0,0
36,19,0,1,1,0,0,0,4,0,0,1,1,1,0,1,1
60,16,0,16,0,0,0,0,4,0,0,1,1,0,1,0,0
16,13,4,2,1,1,0,0,0,1,0,1,1,1,1,1,0
65,16,3,0,1,0,0,0,4,1,0,1,1,1,0,0,0
64,13,3,2,0,0,0,0,4,0,0,0,1,0,1,0,0
65,21,0,1,1,0,0,0,4,2,0,1,1,1,1,0,0
30,21,4,5,1,0,0,0,4,0,0,1,1,1,0,5,1
14,12,4,10,1,7,0,0,0,3,0,1,1,1,0,5,0
23,19,4,2,1,0,0,0,4,1,0,1,1,1,0,0,0
51,18,0,0,1,0,3,0,4,0,1,1,1,1,0,8,1
15,11,4,2,1,1,0,0,0,0,0,1,1,1,0,0,0
33,19,4,0,1,0,0,0,4,0,0,1,1,1,0,5,1
32,19,4,0,1,0,0,0,4,0,0,1,1,1,1,1,1
60,21,0,1,1,0,0,0,4,2,0,1,1,1,1,0,1
51,21,0,1,1,0,3,0,4,0,1,1,1,1,1,5,0
65,22,4,0,1,0,0,0,4,1,0,1,1,1,0,0,1
68,17,0,16,0,0,0,0,4,0,0,1,1,1,0,1,0
39,17,0,17,0,0,0,2,4,1,0,1,1,0,0,8,0
11,8,4,7,0,7,0,0,0,1,0,1,1,0,1,0,0
78,20,0,17,1,0,0,0,2,0,0,1,1,1,0,1,0
78,18,2,0,1,0,0,0,4,1,0,1,1,1,1,0,0
20,19,4,2,1,0,0,0,3,0,0,1,1,1,0,0,1
17,14,4,2,1,1,0,0,4,1,0,1,1,1,0,0,0
94,21,2,16,0,0,0,0,4,0,0,1,1,0,1,0,0
7,3,4,2,1,7,0,0,0,0,0,1,1,1,1,7,0
94,16,2,16,0,0,0,0,4,0,0,1,1,1,1,0,0
50,17,4,16,1,0,0,0,4,0,0,1,1,1,0,1,0
17,15,4,2,1,3,0,0,4,0,0,1,1,1,1,5,1
8,4,4,7,0,5,0,0,0,0,0,1,1,0,0,0,0
42,12,2,6,1,0,4,0,4,0,1,1,1,1,1,7,1
22,16,4,17,0,0,0,0,4,3,0,0,1,1,1,0,1
65,16,0,1,1,0,3,0,4,0,1,1,1,1,1,5,1
58,16,4,16,1,0,0,2,4,0,0,1,1,1,0,1,0
27,21,4,0,1,0,0,2,4,1,0,1,1,1,0,0,1
10,7,4,2,1,1,0,0,0,1,0,1,1,1,0,0,0
17,14,4,10,1,5,4,0,4,0,1,1,1,1,0,1,1
28,22,4,0,1,0,4,2,4,0,1,1,1,1,0,5,1
67,16,0,16,0,0,3,0,4,0,1,1,1,0,0,0,0
25,19,0,5,1,0,4,0,4,0,1,1,1,1,1,5,0
49,18,2,0,1,0,0,2,4,1,0,1,1,1,1,0,1
22,19,4,12,1,0,0,0,4,0,0,1,1,1,0,5,1
30,19,4,13,0,0,0,0,4,3,0,1,1,0,1,5,0
54,18,4,10,1,0,3,0,4,3,1,1,1,1,1,0,1
48,19,4,16,0,0,0,2,4,0,0,1,1,0,0,1,0
20,19,4,17,1,0,0,0,4,3,0,1,1,1,0,0,1
37,19,3,2,1,0,4,0,4,0,1,1,1,1,0,0,1
42,22,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
64,16,4,16,1,0,4,2,4,0,1,1,1,1,0,5,0
62,16,0,1,1,0,3,0,4,0,1,1,1,1,1,0,1
61,16,0,1,0,0,0,0,4,3,0,1,1,1,1,1,1
64,19,1,0,1,0,3,2,4,0,1,1,1,1,1,0,0
35,24,4,2,1,0,0,0,4,1,0,1,1,1,0,0,1
70,18,2,0,1,0,0,0,4,2,0,1,1,1,1,0,0
20,16,4,17,1,0,0,2,1,0,0,1,1,1,0,0,0
31,16,0,0,1,0,3,0,4,0,1,1,1,1,0,0,1
55,1,0,0,1,0,4,0,4,0,1,1,1,1,0,7,0
83,24,1,0,1,0,0,0,3,0,0,1,1,1,0,0,0
24,15,0,16,0,0,0,2,4,0,0,1,1,0,0,1,0
28,15,0,1,1,0,4,2,4,0,1,1,1,1,0,7,1
48,18,0,0,1,0,3,2,4,0,1,1,1,1,0,0,1
33,19,0,0,1,0,0,2,4,1,0,1,1,1,0,0,1
62,21,0,0,1,0,0,0,4,3,0,1,1,1,0,0,1
27,21,4,2,1,0,0,0,4,0,0,1,1,1,0,7,1
8,5,4,16,1,0,0,0,0,0,0,1,1,1,0,5,0
12,10,4,2,1,3,0,0,0,0,0,1,1,1,1,4,0
18,18,4,17,1,0,0,0,4,1,0,1,1,1,0,1,0
26,14,0,16,1,0,0,2,4,0,0,1,1,1,0,1,0
26,21,0,10,1,0,4,2,4,0,1,1,1,1,1,7,0
46,16,4,16,1,0,0,0,4,0,0,1,1,1,0,0,0
22,21,4,17,1,0,0,0,4,1,0,1,1,1,0,0,0
64,21,0,0,1,0,0,0,4,1,0,1,1,1,0,0,0
88,19,1,6,1,0,0,0,4,3,0,1,1,1,1,0,0
18,18,4,17,0,0,0,0,4,1,0,1,1,0,0,8,0
8,5,4,10,1,7,0,0,0,3,0,1,1,1,0,5,0
6,3,4,2,1,8,0,0,0,0,0,1,1,1,1,1,0
69,15,0,6,1,0,3,0,4,0,1,1,1,1,0,5,0
31,16,4,0,1,0,0,0,4,0,0,1,1,1,0,0,1
50,21,0,0,1,0,3,0,4,0,1,1,1,1,0,5,1
49,19,4,17,0,0,0,2,4,1,0,1,1,0,1,8,0
10,8,4,7,1,7,0,0,0,0,0,1,1,1,0,7,0
34,16,0,1,1,0,4,0,4,0,1,1,1,1,0,0,1
69,22,0,1,1,0,0,0,2,3,0,1,1,1,0,0,0
21,16,4,17,1,0,0,0,1,0,0,1,1,1,0,8,0
37,16,4,16,1,0,0,2,4,1,0,1,1,1,0,8,0
66,18,0,1,1,0,3,0,4,1,1,1,1,1,1,8,0
43,21,0,0,1,0,3,0,4,0,1,1,1,1,1,5,1
25,16,4,2,1,0,0,0,4,0,0,1,1,1,0,7,1
18,18,4,17,1,0,4,2,4,0,1,1,1,1,0,5,0
56,18,0,1,1,0,3,0,4,0,1,1,1,1,1,0,1
43,21,0,0,1,0,3,0,4,3,1,1,1,1,1,5,0
20,18,4,16,1,0,0,0,4,1,0,1,1,1,0,7,0
17,14,4,2,1,1,0,0,4,3,0,1,1,1,1,0,0
56,20,2,0,1,0,0,0,4,0,0,1,1,1,1,0,1
18,16,4,2,1,0,0,0,4,1,0,1,1,1,1,8,0
71,21,0,1,1,0,3,0,4,0,1,1,1,1,1,5,0
65,19,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0
17,14,4,2,1,1,0,0,4,0,0,1,1,1,0,0,1
35,10,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
62,22,0,1,1,0,3,0,4,0,1,1,1,1,1,5,0
36,11,4,2,1,0,0,0,4,3,0,1,1,1,1,0,0
63,18,0,1,0,0,0,0,4,0,0,1,1,1,1,0,0
22,14,4,17,0,0,0,0,4,0,0,1,1,0,1,1,0
51,19,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
10,8,4,2,1,2,3,0,0,0,1,1,1,1,1,0,0
94,16,1,16,0,0,0,0,4,3,0,0,0,0,1,0,0
15,12,4,2,1,2,0,0,0,0,0,1,1,1,0,0,0
49,21,4,0,1,0,0,0,4,1,0,1,1,1,0,0,1
57,21,2,16,0,0,0,0,4,0,0,1,0,0,0,0,0
80,16,0,15,0,0,0,0,2,1,0,1,1,1,0,0,0
39,12,0,1,1,0,0,0,4,3,0,1,1,1,1,0,0
15,12,4,2,1,2,0,0,0,1,0,1,1,1,1,0,0
19,16,4,2,1,0,0,0,4,0,0,1,1,1,0,0,0
56,19,2,17,0,0,0,2,4,1,0,0,1,0,1,0,0
94,21,2,16,0,0,0,0,4,0,0,1,1,0,1,0,0
82,10,1,17,0,0,3,0,4,0,1,1,1,0,1,0,0
82,20,3,0,0,0,0,0,4,1,0,1,0,1,1,0,0
20,15,4,16,0,0,4,0,4,0,1,1,1,0,0,7,0
30,20,0,0,1,0,4,0,4,0,1,1,1,1,0,0,1
74,19,0,0,0,0,0,0,4,1,0,1,1,1,1,8,0
17,13,4,2,1,1,0,0,4,0,0,1,1,1,0,0,0
21,16,4,17,1,0,0,0,1,0,0,1,1,1,0,7,0
56,16,0,1,1,0,3,0,4,0,1,1,1,1,1,6,1
89,20,1,16,0,0,3,0,4,0,1,1,1,0,1,5,0
19,16,4,17,1,0,0,0,4,0,0,1,1,1,1,0,0
23,19,4,17,1,0,0,0,4,3,0,1,1,1,0,0,0
43,18,0,2,1,0,3,0,4,0,1,1,1,1,1,7,1
30,15,0,0,1,0,0,0,4,0,0,1,1,1,1,0,0
62,7,0,16,0,0,4,0,4,0,1,1,1,1,0,0,0
50,21,2,10,1,0,4,0,4,0,1,1,1,1,0,0,1
19,16,4,17,1,0,0,2,4,1,0,1,1,1,0,0,0
11,8,4,2,1,1,0,0,0,1,0,1,1,1,1,8,0
19,19,4,17,1,0,3,0,4,3,1,1,1,1,1,5,1
53,16,2,6,1,0,0,0,4,0,0,1,1,1,1,1,1
79,22,4,17,1,0,0,0,4,1,0,1,1,1,0,0,0
19,19,4,12,1,0,3,0,4,0,1,1,1,1,1,5,0
15,11,4,2,1,1,0,0,0,1,0,1,1,1,0,0,0
19,19,4,17,1,0,0,2,4,1,0,1,1,1,0,0,1
21,21,4,17,1,0,0,2,4,1,0,1,1,1,1,0,1
89,16,1,16,0,0,3,0,4,0,1,0,1,0,1,5,0
37,18,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
47,16,4,16,0,0,0,0,4,3,0,0,1,1,0,1,0
45,16,2,16,0,0,0,2,4,1,0,1,0,1,0,7,0
38,19,4,2,1,0,0,0,4,0,0,1,1,1,0,0,0
22,21,4,0,1,0,0,2,4,1,0,1,1,1,0,0,1
61,19,2,17,0,0,0,2,2,1,0,1,1,0,0,0,0
28,16,4,16,1,0,0,2,4,0,0,1,1,1,0,0,0
57,21,4,17,1,0,0,2,4,1,0,1,1,1,1,0,0
39,21,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
36,21,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
21,19,0,9,1,0,0,0,4,0,0,1,1,1,1,0,1
66,16,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0
67,21,0,16,0,0,2,0,4,1,0,1,1,1,1,0,0
28,22,0,1,1,0,0,0,4,0,0,1,1,1,1,0,1
21,19,4,17,1,0,0,0,4,0,0,1,1,1,0,5,1
7,4,4,2,1,1,0,0,0,0,0,1,1,1,0,1,0
14,11,4,14,1,0,0,0,0,0,0,1,1,1,0,5,0
9,6,4,2,1,1,0,0,0,1,0,1,1,1,0,0,0
14,11,4,2,1,2,0,0,0,0,0,1,1,1,1,7,0
65,16,4,16,0,0,0,0,4,0,0,1,1,1,0,0,0
43,22,4,0,1,0,4,0,4,0,1,1,1,1,0,0,1
18,18,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
45,20,0,1,1,0,3,0,4,0,1,1,1,1,1,5,0
94,9,1,17,0,0,0,0,4,3,0,1,1,0,1,0,0
9,6,4,2,1,5,0,2,0,1,0,1,1,1,1,0,0
69,21,0,1,1,0,2,0,4,3,0,1,1,1,1,5,0
18,19,4,17,1,0,0,0,4,3,0,1,1,1,1,0,0
29,17,4,16,0,0,4,0,4,0,1,1,1,0,0,1,0
23,19,4,17,1,0,4,1,4,0,1,1,1,1,0,5,1
65,19,0,16,0,0,0,0,4,3,0,0,0,0,0,0,0
57,19,4,0,1,0,0,0,4,0,0,1,1,1,1,0,0
57,16,0,1,1,0,3,0,4,0,1,1,1,1,1,5,0
12,8,4,7,1,7,0,0,0,1,0,1,1,1,0,0,0
41,21,0,0,1,0,0,0,4,0,0,1,1,1,1,0,1
17,14,4,2,1,1,0,0,4,0,0,1,1,1,1,0,0
43,19,3,0,1,0,3,0,4,0,1,1,1,1,1,5,1
57,22,4,17,0,0,0,0,4,1,0,0,1,1,0,0,1
18,18,4,17,1,0,4,2,4,0,1,1,1,1,0,5,1
13,11,4,16,1,0,0,1,0,0,0,1,1,1,0,1,0
10,7,4,2,1,1,0,0,0,3,0,1,1,1,0,0,0
64,22,4,0,1,0,0,0,4,1,0,1,1,1,1,0,0
31,21,0,1,1,0,0,0,4,3,0,1,1,1,1,0,1
9,6,4,2,1,1,0,0,0,1,0,1,1,1,0,0,0
33,21,4,13,0,0,0,0,4,1,0,1,1,0,0,0,1
84,22,2,0,0,0,0,0,2,0,0,1,1,1,0,0,0
21,19,4,17,1,0,0,0,4,1,0,1,1,1,1,0,1
37,17,3,16,1,0,0,0,4,0,0,1,1,1,0,7,0
19,18,4,17,1,0,0,0,4,0,0,1,1,1,0,5,0
37,21,4,17,0,0,0,2,4,1,0,1,1,0,0,0,0
14,11,4,2,1,7,0,2,0,3,0,1,1,1,0,0,0
27,19,4,2,1,0,0,0,4,0,0,1,1,1,0,0,1
31,20,0,17,1,0,0,0,1,1,0,1,1,1,0,0,0
33,20,4,0,0,0,3,0,4,0,1,1,1,1,1,7,1
70,21,0,17,0,0,0,0,4,3,0,1,1,0,1,0,0
70,22,0,1,1,0,0,0,4,3,0,1,1,1,0,0,1
86,20,0,16,0,0,0,2,2,0,0,0,1,0,0,0,0
26,19,0,0,1,0,0,2,4,0,0,1,1,1,0,5,1
12,10,4,2,1,1,0,0,0,1,0,1,1,1,0,0,0
8,5,4,2,1,7,0,0,0,0,0,1,1,1,1,7,0
57,20,2,0,0,0,0,0,4,1,0,0,1,1,1,0,1
18,18,4,2,1,0,0,0,4,0,0,1,1,1,0,0,0
28,17,4,16,1,0,0,2,4,0,0,1,1,1,0,1,0
25,1,4,17,0,0,0,0,4,0,0,0,1,0,0,0,0
54,14,4,16,0,0,0,2,4,3,0,1,1,0,0,0,0
20,16,4,2,1,0,4,0,4,3,1,1,1,1,1,0,1
84,16,4,16,0,0,0,0,4,0,0,1,1,0,0,7,0
82,14,0,0,0,0,3,0,4,0,1,1,1,0,0,8,0
65,21,0,1,0,0,0,0,2,0,0,1,0,1,0,0,1
15,12,4,2,1,1,0,0,0,3,0,1,1,1,1,7,0
18,18,4,17,1,0,0,2,4,1,0,1,1,1,0,8,1
29,13,0,16,1,0,0,2,4,1,0,1,1,1,0,7,0
83,21,2,0,1,0,3,0,4,3,1,1,1,1,1,0,0
27,16,4,2,1,0,0,0,4,0,0,1,1,1,1,0,1
32,1,4,17,1,0,4,0,4,0,1,1,1,1,0,0,1
7,3,4,10,1,7,0,0,0,1,0,1,1,1,0,0,0
58,15,1,10,1,0,0,0,4,3,0,1,1,1,1,0,1
59,21,0,1,1,0,0,0,4,0,0,1,1,1,0,0,1
21,19,4,17,1,0,3,0,4,0,1,1,1,1,0,1,1
22,22,4,12,1,0,4,2,4,0,1,1,1,1,0,5,1
24,19,4,17,1,0,0,0,4,0,0,1,1,1,1,1,1
58,19,2,16,0,0,0,0,4,1,0,1,1,1,0,1,0
36,21,0,0,1,0,0,0,4,0,0,1,1,1,0,0,1
36,19,0,1,1,0,3,0,4,0,1,1,1,1,1,7,1
79,16,1,0,1,0,0,0,4,3,0,1,1,1,1,0,0
24,20,4,17,1,0,0,0,2,1,0,1,1,1,0,0,1
8,5,4,2,1,3,0,0,0,0,0,1,1,1,0,5,0
27,16,4,17,0,0,0,2,4,0,0,1,1,0,1,1,0
52,16,0,0,1,0,4,0,4,3,1,1,1,1,0,0,0
18,16,0,9,1,0,0,0,4,0,0,1,1,1,1,0,0
44,16,0,1,1,0,4,0,4,0,1,1,1,1,1,5,0
23,21,4,2,1,0,0,0,4,0,0,1,1,1,0,5,0
63,16,0,1,1,0,0,0,4,0,0,1,1,1,1,0,0
94,16,2,16,0,0,0,0,4,1,0,1,0,0,1,0,0
43,17,4,16,1,0,0,0,4,0,0,1,1,1,0,1,0
62,19,0,0,1,0,0,0,4,3,0,1,1,1,0,0,1
52,11,2,17,0,0,0,2,4,3,0,1,1,0,0,7,0
19,19,4,17,1,0,0,2,4,1,0,1,1,1,0,0,0
34,16,0,0,1,0,0,0,4,1,0,1,1,1,1,0,1
18,16,4,17,1,0,4,2,4,0,1,1,1,1,0,5,0
94,16,1,16,0,0,3,0,4,0,1,1,1,0,1,5,0
68,21,0,1,0,0,3,0,4,0,1,1,1,0,0,1,0
41,14,4,16,1,0,4,0,4,1,1,1,1,1,0,5,0
38,16,3,0,1,0,0,0,4,3,0,1,1,1,1,0,0
36,15,0,1,1,0,3,0,4,0,1,1,1,1,0,5,1
10,8,4,2,0,1,0,0,0,1,0,1,1,0,0,8,0
58,24,0,0,1,0,0,0,4,1,0,1,1,1,0,0,1
32,20,4,0,1,0,0,0,4,0,0,1,1,1,1,0,1
10,7,4,7,1,5,2,0,0,3,0,1,1,1,0,0,0
89,21,1,11,1,0,0,0,4,3,0,1,1,1,1,0,0
28,18,4,16,1,0,0,0,4,1,0,1,1,1,0,0,0
29,14,4,16,0,0,0,0,4,0,0,1,1,0,0,0,0
22,19,4,3,1,0,0,0,3,0,0,1,1,1,0,0,1
83,21,0,0,1,0,3,0,4,0,1,1,1,1,0,5,0
69,16,4,15,1,0,4,0,4,0,1,1,1,1,1,7,1
51,19,0,1,1,0,3,2,4,0,1,1,1,1,0,5,1
73,22,2,0,1,0,0,0,4,1,0,1,1,1,1,0,0
27,19,4,2,1,0,0,0,2,0,0,1,1,1,0,5,0
43,13,4,16,0,0,4,0,4,0,1,1,1,0,1,0,0
55,19,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0
17,14,4,2,1,2,2,0,4,0,0,1,1,1,1,5,0
65,21,0,0,1,0,3,0,4,0,1,1,1,1,0,0,1
18,14,4,2,1,0,0,0,4,1,0,1,1,1,1,0,1
7,5,4,2,1,4,0,0,0,0,0,1,1,1,0,5,0
75,22,0,0,1,0,0,0,4,0,0,1,1,1,0,0,0
27,22,4,2,1,0,0,2,4,3,0,1,1,1,1,7,0
53,21,4,0,1,0,0,0,4,0,0,1,1,1,1,1,1
68,19,0,16,0,0,0,2,3,0,0,1,1,1,0,0,0
19,18,4,17,1,0,0,2,4,3,0,1,1,1,0,5,1
85,22,3,17,0,0,0,0,2,0,0,1,1,1,0,0,0
23,8,4,0,1,0,4,2,4,0,1,1,1,1,1,0,1
8,5,4,2,1,1,0,0,0,0,0,1,1,1,0,0,0
15,11,4,2,1,7,0,0,0,0,0,1,1,1,0,0,0
39,21,0,0,1,0,0,0,4,1,0,1,1,1,1,8,1
59,16,4,16,0,0,4,0,4,0,1,1,0,0,1,5,0
12,10,4,2,1,1,0,0,0,0,0,1,1,1,0,0,0
44,19,0,0,1,0,4,0,4,0,1,1,1,1,0,5,1
24,19,4,17,1,0,0,0,4,0,0,1,1,1,0,7,1
61,21,2,0,0,0,0,2,4,0,0,1,0,0,1,1,0
32,15,0,1,1,0,0,0,4,0,0,1,1,1,0,1,1
22,20,4,0,1,0,0,0,4,1,0,1,1,1,0,0,0
53,24,0,0,1,0,0,0,4,0,0,1,1,1,1,0,1
85,16,1,16,0,0,0,0,4,0,0,0,1,1,1,5,0
69,20,0,1,1,0,0,0,4,1,0,1,1,1,1,0,1
27,18,4,17,0,0,0,0,4,0,0,1,1,0,0,7,1
33,20,4,13,1,0,3,0,4,3,1,1,1,1,0,5,1
10,7,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0
17,14,4,3,1,8,0,2,4,0,0,1,1,1,1,0,0
72,21,0,0,1,0,0,0,2,1,0,1,1,1,0,0,0
84,7,1,0,0,0,3,0,4,0,1,1,1,1,0,7,0
31,19,4,16,1,0,0,0,4,0,0,1,1,1,0,0,0
47,16,0,0,1,0,3,0,4,0,1,1,1,1,0,7,1
56,21,0,1,1,0,3,0,4,0,1,1,1,1,1,5,0
56,19,4,16,0,0,0,2,2,1,0,0,0,0,0,8,0
18,16,4,17,1,0,0,2,4,3,0,1,1,1,0,0,0
71,20,1,17,0,0,0,0,2,3,0,1,1,0,0,0,0
22,16,4,7,1,0,2,0,4,0,0,1,1,1,1,0,1
28,13,0,0,1,0,0,2,4,0,0,1,1,1,0,0,1
13,10,4,2,1,5,0,0,0,3,0,1,1,1,1,8,0
24,15,4,16,0,0,0,0,4,1,0,1,1,0,0,0,0
32,11,0,1,1,0,4,0,4,0,1,1,1,1,0,0,1
20,16,4,17,1,0,0,0,4,1,0,1,1,1,0,8,0
29,17,4,16,0,0,4,0,4,0,1,1,1,0,0,1,0
61,20,0,0,1,0,0,0,4,0,0,1,1,1,1,0,1
29,14,4,16,1,0,0,0,4,0,0,1,1,1,0,0,0
31,18,0,0,1,0,0,0,4,2,0,1,1,1,1,0,1
48,2,2,2,1,0,0,0,4,3,0,1,1,1,0,0,1
20,19,4,5,1,0,0,2,4,0,0,1,1,1,1,7,1
21,19,4,17,1,0,0,2,4,1,0,1,1,1,0,0,1
61,16,4,2,1,0,0,0,4,0,0,1,1,1,1,0,1
28,14,4,16,0,0,0,2,4,1,0,1,1,0,0,7,0
34,19,4,16,1,0,0,2,4,1,0,1,1,1,0,0,0
46,18,0,1,0,0,0,0,4,0,0,1,1,0,0,1,0
84,6,0,6,0,0,4,0,4,0,1,0,0,0,0,7,0
35,18,0,1,1,0,4,0,4,0,1,1,1,1,1,7,0
23,16,4,17,1,0,0,0,4,3,0,1,1,1,1,0,1
30,22,4,0,1,0,0,0,4,2,0,1,1,1,1,0,1
24,20,4,17,1,0,0,0,2,1,0,1,1,1,0,0,1
34,16,0,0,1,0,0,0,4,0,0,1,1,1,0,7,1
20,19,4,12,1,0,0,2,4,0,0,1,1,1,0,0,0
59,16,0,1,1,0,0,2,4,3,0,1,1,1,1,0,1
40,21,0,1,1,0,3,0,4,0,1,1,1,1,1,5,1
60,14,4,16,0,0,0,0,4,0,0,1,1,0,0,0,0
77,1,0,16,0,0,0,0,4,3,0,1,1,0,0,0,0
27,17,4,16,1,0,0,2,4,0,0,1,1,1,0,1,0
62,16,0,1,1,0,3,0,4,0,1,1,1,1,1,0,1
17,18,4,17,1,0,0,2,4,3,0,1,1,1,0,0,0
41,21,0,0,1,0,0,0,4,0,0,1,1,1,1,0,1
6,3,4,7,1,0,0,2,0,3,0,1,1,1,1,7,0
80,16,2,16,0,0,0,0,4,0,0,1,1,1,1,0,0
54,21,3,17,0,0,0,2,4,3,0,1,1,0,1,0,0
51,20,2,0,1,0,0,0,2,0,0,1,1,1,0,7,1
51,16,2,16,0,0,0,0,4,1,0,0,1,1,0,1,0
43,16,0,0,1,0,3,0,4,0,1,1,1,1,0,5,0
18,19,4,17,1,0,0,0,4,3,0,1,1,1,1,0,0
11,8,4,2,1,7,0,0,0,3,0,1,1,1,0,0,0
77,1,0,16,0,0,3,2,4,0,1,1,1,0,0,7,0
66,19,0,1,1,0,0,0,4,1,0,1,1,1,1,0,1
8,5,4,4,1,1,0,2,0,3,0,1,1,1,0,0,0
60,21,0,1,1,0,0,0,4,1,0,1,1,1,1,0,0
23,19,4,17,1,0,0,0,4,0,0,1,1,1,0,0,1
67,16,0,0,1,0,0,0,4,3,0,1,1,1,1,0,1
50,22,2,0,1,0,0,2,4,1,0,1,1,1,1,0,1
56,19,4,0,0,0,0,0,4,0,0,1,1,0,1,1,1
17,13,4,15,1,0,0,0,4,3,0,1,1,1,0,0,0
80,16,0,16,0,0,0,2,4,0,0,1,1,0,1,0,0
36,14,4,16,0,0,4,2,4,0,1,1,1,0,0,7,0
71,21,4,0,1,0,3,0,4,3,1,1,1,1,1,1,0
25,21,4,7,1,0,0,0,4,3,0,1,1,1,1,1,0
33,21,4,0,1,0,0,0,4,1,0,1,1,1,0,0,1
35,16,3,13,1,0,4,0,4,0,1,1,1,1,0,0,1
52,19,2,17,1,0,0,0,2,0,0,1,1,1,0,0,0
38,18,4,13,1,0,0,0,4,3,0,1,1,1,0,0,1
25,19,4,13,1,0,0,2,4,1,0,1,1,1,1,0,0
24,15,4,16,1,0,4,2,4,0,1,1,1,1,0,8,0
61,18,4,17,1,0,0,2,2,0,0,1,1,1,0,1,1
11,6,4,2,1,1,0,0,0,3,0,1,1,1,1,0,0
84,19,0,17,0,0,3,2,4,0,1,0,1,0,0,0,0
18,16,4,2,1,0,4,0,4,0,1,1,1,1,0,7,0
46,12,4,17,1,0,3,0,4,0,1,1,1,1,0,5,0
5,2,4,2,1,1,0,0,0,1,0,1,1,1,0,0,0
14,11,4,2,1,7,0,0,0,1,0,1,1,1,1,8,0
29,22,0,1,1,0,3,2,4,0,1,1,1,1,1,5,1
18,16,4,2,1,0,0,0,4,3,0,1,1,1,1,0,1
68,20,1,0,1,0,0,0,4,0,0,1,1,1,1,0,0
58,20,2,0,0,0,0,0,4,0,0,1,1,0,1,0,0
64,17,0,0,1,0,2,0,2,1,0,1,1,1,0,5,0
17,16,4,16,0,0,0,0,4,0,0,1,1,0,0,5,0
44,19,2,17,0,0,0,0,4,0,0,1,0,1,1,8,0
14,11,4,2,1,1,0,0,0,1,0,1,1,1,0,5,0
7,5,4,2,1,2,4,1,0,0,1,1,1,1,0,0,0
62,24,0,0,1,0,0,0,4,0,0,1,1,1,1,0,1
20,19,4,17,1,0,0,2,4,0,0,1,1,1,1,5,1
58,19,4,2,0,0,0,0,4,0,0,1,1,0,0,0,0
35,13,4,16,0,0,0,2,4,1,0,1,1,1,0,7,0
12,9,4,2,1,2,0,0,0,1,0,1,1,1,1,5,0
27,16,4,7,0,0,0,0,4,0,0,1,1,0,0,7,0
68,8,4,0,1,0,3,0,4,0,1,1,1,1,1,5,0
33,14,4,16,1,0,0,0,4,0,0,1,1,1,0,1,0
